153.12794,153.12794,7.5,2_4-Decadienal,RP_Standards,precursor,
125.09664,125.09664,6.7,2_4-Octadienal,RP_Standards,precursor,
204.10191,204.10191,9,Indolebutyric acid,RP_Standards,precursor,
190.08626,190.08626,8.6,3-Indolepropionic acid,RP_Standards,precursor,
157.076573,157.076573,7.6,3-Indoleacetonitrile,RP_Standards,precursor,
270.170534,270.170534,11,N-(3-Oxodecanoyl)homoserine lactone,RP_Standards,precursor,
298.201834,298.201834,11.9,N-(3-Oxododecanoyl)homoserine lactone,RP_Standards,precursor,
214.107934,214.107934,9.3,N-(3-Oxohexanoyl)homoserine lactone,RP_Standards,precursor,
242.139234,242.139234,10.2,N-(3-Oxooctanoyl)homoserine lactone,RP_Standards,precursor,
300.217484,300.217484,11.9,3OHC12-HSL,RP_Standards,precursor,
247.13342,247.13342,10.3,Abscisic acid,RP_Standards,precursor,
197.081385,197.081385,8.8,Acetosyringone,RP_Standards,precursor,
167.07082,167.07082,7.9,Acetovanillone,RP_Standards,precursor,
385.129416,385.129416,14.5,S-Adenosylhomocysteine,RP_Standards,precursor,
399.145066,399.145066,14.9,S-Adenosylmethionine,RP_Standards,precursor,
131.129671,131.129671,6.8,Agmatine,RP_Standards,precursor,
138.055503,138.055503,7,4-Aminobenzoic acid,RP_Standards,precursor,
256.191269,256.191269,10.6,N-Decanoyl-L-homoserine lactone,RP_Standards,precursor,
284.222569,284.222569,11.4,N-3-Oxo-dodecanoyl-L-homoserine lactone,RP_Standards,precursor,
312.253869,312.253869,12.3,N-Tetradecanoyl-DL-homoserine lactone,RP_Standards,precursor,
172.097369,172.097369,8.1,N-Butyryl-L-homoserine lactone,RP_Standards,precursor,
200.128669,200.128669,8.9,N-Hexanoyl-L-homoserine lactone,RP_Standards,precursor,
228.159969,228.159969,9.7,N-Octanoyl-L-homoserine lactone,RP_Standards,precursor,
195.088201,195.088201,8.8,Caffeine,RP_Standards,precursor,
201.048645,201.048645,8.9,Camalexin,RP_Standards,precursor,
232.097369,232.097369,9.9,2-(3_5-Dichlorophenylcarbamoyl)-1_2-dimethylcyclopropane-1-carboxylic acid,RP_Standards,precursor,
790.3367,790.3367,26.6,Adenosylcobalamin,RP_Standards,precursor,
251.128335,251.128335,10.4,Coenzyme Q1,RP_Standards,precursor,
179.04904,179.04904,8.3,L-Cysteinylglycine,RP_Standards,precursor,
355.155236,355.155236,13.6,Decarboxylated S-Adenosylmethionine,RP_Standards,precursor,
